sim,sampled_years,value_per_share
3868,"[2019, 2018, 2019, 2023, 2018]",2725.43
3869,"[2024, 2023, 2018, 2026, 2018]",3127.54
3870,"[2023, 2024, 2024, 2025, 2025]",2585.02
3871,"[2023, 2024, 2025, 2023, 2023]",4339.61
3872,"[2026, 2023, 2019, 2023, 2019]",3510.06
3873,"[2026, 2026, 2025, 2025, 2023]",4661.61
3874,"[2024, 2019, 2025, 2018, 2019]",2563.24
3875,"[2023, 2026, 2018, 2023, 2023]",4902.99
3876,"[2024, 2018, 2024, 2026, 2018]",2831.39
3877,"[2024, 2026, 2025, 2019, 2024]",3079.37
3878,"[2023, 2023, 2025, 2026, 2023]",4756.84
3879,"[2018, 2019, 2025, 2023, 2019]",2598.56
3880,"[2025, 2019, 2026, 2025, 2024]",2809.23
3881,"[2019, 2026, 2019, 2024, 2025]",2504.12
3882,"[2024, 2019, 2024, 2024, 2026]",2375.78
3883,"[2019, 2026, 2026, 2026, 2023]",4688.08
3884,"[2024, 2018, 2025, 2019, 2025]",2194.06
3885,"[2026, 2025, 2026, 2025, 2018]",3212.8
3886,"[2018, 2023, 2018, 2019, 2023]",3981.57
3887,"[2024, 2018, 2026, 2026, 2026]",2623.76
3888,"[2026, 2023, 2019, 2025, 2024]",3507.78
3889,"[2025, 2018, 2026, 2026, 2018]",2857.94
3890,"[2023, 2026, 2025, 2018, 2018]",3333.54
3891,"[2019, 2025, 2026, 2024, 2019]",2726.33
3892,"[2024, 2024, 2024, 2025, 2018]",2749.74
3893,"[2018, 2023, 2018, 2026, 2024]",3121.4
3894,"[2019, 2024, 2019, 2025, 2024]",2728.92
3895,"[2019, 2024, 2023, 2018, 2025]",2427.16
3896,"[2023, 2025, 2018, 2025, 2024]",2974.91
3897,"[2026, 2023, 2026, 2026, 2024]",4048.04
3898,"[2024, 2026, 2026, 2026, 2026]",2989.07
3899,"[2025, 2023, 2018, 2024, 2023]",3902.7
3900,"[2024, 2023, 2026, 2018, 2025]",2738.56
3901,"[2024, 2026, 2025, 2024, 2019]",2929.64
3902,"[2019, 2018, 2025, 2026, 2018]",2664.49
3903,"[2019, 2018, 2024, 2018, 2025]",2211.22
3904,"[2018, 2024, 2024, 2019, 2024]",2777.31
3905,"[2018, 2019, 2025, 2018, 2026]",2194.47
3906,"[2023, 2024, 2025, 2025, 2023]",4102.65
3907,"[2019, 2019, 2018, 2026, 2024]",2816.57
3908,"[2018, 2024, 2018, 2019, 2026]",2281.53
3909,"[2018, 2025, 2018, 2023, 2023]",3619.99
3910,"[2023, 2018, 2025, 2019, 2026]",2534.74
3911,"[2025, 2019, 2023, 2019, 2024]",2826.7
3912,"[2024, 2024, 2018, 2026, 2026]",2464.77
3913,"[2025, 2023, 2024, 2026, 2018]",2992.96
3914,"[2025, 2019, 2018, 2026, 2026]",2268.52
3915,"[2024, 2025, 2019, 2024, 2025]",2207.51
3916,"[2018, 2024, 2024, 2023, 2026]",2434.8
3917,"[2018, 2023, 2019, 2024, 2019]",2855.44
3918,"[2026, 2024, 2024, 2024, 2026]",2767.18
3919,"[2026, 2026, 2018, 2023, 2026]",3132.39
3920,"[2018, 2018, 2024, 2025, 2019]",2523.2
3921,"[2023, 2025, 2026, 2026, 2024]",3445.42
3922,"[2023, 2019, 2023, 2025, 2018]",3226.67
3923,"[2025, 2025, 2025, 2018, 2023]",3306.02
3924,"[2023, 2024, 2018, 2019, 2024]",3162.45
3925,"[2023, 2026, 2026, 2025, 2018]",3673.84
3926,"[2025, 2025, 2025, 2018, 2026]",2070.99
3927,"[2023, 2025, 2026, 2024, 2024]",3321.7
3928,"[2026, 2026, 2019, 2024, 2025]",2934.15
3929,"[2019, 2024, 2018, 2024, 2026]",2319.48
3930,"[2024, 2018, 2025, 2024, 2019]",2572.07
3931,"[2019, 2019, 2025, 2026, 2019]",2615.34
3932,"[2018, 2018, 2025, 2025, 2023]",3443.57
3933,"[2025, 2023, 2019, 2019, 2026]",2440.55
3934,"[2023, 2018, 2019, 2025, 2023]",4076.28
3935,"[2023, 2025, 2024, 2023, 2023]",4277.77
3936,"[2018, 2023, 2024, 2026, 2019]",3002.12
3937,"[2023, 2023, 2018, 2024, 2026]",2923.97
3938,"[2019, 2025, 2024, 2026, 2026]",2328.96
3939,"[2018, 2018, 2018, 2019, 2019]",2506.85
3940,"[2026, 2026, 2026, 2023, 2018]",3978.59
3941,"[2019, 2018, 2023, 2023, 2023]",4060.83
3942,"[2024, 2023, 2023, 2025, 2018]",3218.5
3943,"[2024, 2023, 2023, 2018, 2026]",2811.58
3944,"[2019, 2024, 2024, 2026, 2018]",2834.22
3945,"[2019, 2025, 2024, 2019, 2024]",2666.7
3946,"[2024, 2025, 2018, 2024, 2019]",2556.43
3947,"[2026, 2026, 2026, 2023, 2018]",3978.59
3948,"[2018, 2019, 2019, 2023, 2025]",2283.39
3949,"[2024, 2024, 2023, 2023, 2018]",3112.42
3950,"[2026, 2024, 2019, 2019, 2018]",3134.35
3951,"[2024, 2019, 2025, 2018, 2025]",2203.93
3952,"[2026, 2026, 2026, 2018, 2025]",3165.01
3953,"[2023, 2026, 2025, 2026, 2019]",3404.51
3954,"[2025, 2025, 2023, 2023, 2018]",2783.21
3955,"[2026, 2026, 2024, 2023, 2025]",3096.86
3956,"[2018, 2018, 2025, 2019, 2024]",2611.07
3957,"[2026, 2023, 2018, 2024, 2025]",2891.04
3958,"[2024, 2023, 2018, 2023, 2023]",4309.7
3959,"[2018, 2019, 2026, 2023, 2025]",2485.27
3960,"[2024, 2026, 2026, 2026, 2025]",2898.91
3961,"[2018, 2023, 2018, 2025, 2025]",2397.46
3962,"[2024, 2023, 2023, 2019, 2025]",2734.24
3963,"[2023, 2025, 2019, 2025, 2025]",2425.4
3964,"[2018, 2023, 2023, 2018, 2024]",3243.45
3965,"[2024, 2025, 2026, 2018, 2018]",2840.21
3966,"[2023, 2019, 2018, 2023, 2024]",3244.05
3967,"[2024, 2023, 2026, 2024, 2025]",2765.86
3968,"[2026, 2026, 2023, 2018, 2026]",3250.94
3969,"[2026, 2025, 2025, 2018, 2023]",4026.99
3970,"[2019, 2026, 2019, 2024, 2018]",2989.95
3971,"[2019, 2024, 2018, 2018, 2019]",2591.78
3972,"[2023, 2024, 2018, 2025, 2018]",3025.51
3973,"[2025, 2019, 2019, 2018, 2025]",2113.81
3974,"[2018, 2024, 2024, 2024, 2024]",2799.35
3975,"[2018, 2023, 2023, 2018, 2023]",4321.19
3976,"[2026, 2019, 2019, 2018, 2018]",3065.12
3977,"[2024, 2019, 2019, 2026, 2018]",2809.51
3978,"[2018, 2019, 2024, 2026, 2019]",2685.44
3979,"[2023, 2024, 2023, 2023, 2023]",4795.37
3980,"[2018, 2023, 2023, 2019, 2026]",2721.55
3981,"[2026, 2018, 2018, 2024, 2025]",2565.98
3982,"[2026, 2018, 2019, 2026, 2018]",3189.41
3983,"[2026, 2025, 2026, 2018, 2025]",2714.35
3984,"[2023, 2026, 2023, 2019, 2025]",3099.86
3985,"[2025, 2023, 2024, 2023, 2018]",2998.6
3986,"[2026, 2024, 2019, 2025, 2025]",2592.8
3987,"[2024, 2019, 2019, 2024, 2024]",2799.04
3988,"[2023, 2026, 2025, 2019, 2024]",3450.95
3989,"[2025, 2025, 2025, 2018, 2023]",3306.02
3990,"[2025, 2023, 2026, 2019, 2024]",3178.52
3991,"[2019, 2026, 2024, 2025, 2019]",2899.12
3992,"[2023, 2026, 2023, 2026, 2023]",5340.75
3993,"[2023, 2026, 2025, 2018, 2019]",3250.85
3994,"[2024, 2019, 2026, 2018, 2026]",2523.81
3995,"[2023, 2019, 2025, 2018, 2026]",2546.13
3996,"[2025, 2025, 2024, 2023, 2023]",3587.15
3997,"[2018, 2018, 2025, 2018, 2018]",2522.96
3998,"[2026, 2019, 2023, 2023, 2023]",4804.77
3999,"[2018, 2024, 2018, 2018, 2026]",2277.34
4000,"[2018, 2025, 2018, 2019, 2018]",2512.52
4001,"[2025, 2025, 2018, 2025, 2026]",2084.42
4002,"[2024, 2023, 2019, 2018, 2025]",2517.54
4003,"[2025, 2018, 2023, 2025, 2026]",2322.06
4004,"[2026, 2019, 2024, 2026, 2025]",2724.88
4005,"[2026, 2026, 2019, 2024, 2026]",3024.64
4006,"[2026, 2018, 2024, 2026, 2018]",3235.59
4007,"[2023, 2019, 2018, 2023, 2025]",2638.23
4008,"[2018, 2018, 2023, 2023, 2025]",2459.47
4009,"[2023, 2025, 2026, 2019, 2018]",3189.57
4010,"[2018, 2026, 2024, 2018, 2024]",3075.94
4011,"[2026, 2018, 2024, 2019, 2018]",3095.37
4012,"[2023, 2024, 2025, 2018, 2018]",3005.9
4013,"[2023, 2019, 2023, 2019, 2023]",4494.75
4014,"[2025, 2019, 2023, 2023, 2019]",2795.04
4015,"[2019, 2023, 2019, 2019, 2023]",4034.98
4016,"[2019, 2019, 2026, 2019, 2025]",2391.03
4017,"[2018, 2026, 2023, 2023, 2025]",2800.84
4018,"[2023, 2025, 2018, 2018, 2018]",2909.09
4019,"[2025, 2024, 2018, 2026, 2025]",2246.27
4020,"[2018, 2024, 2023, 2025, 2024]",2931.69
4021,"[2026, 2025, 2023, 2018, 2024]",3334.63
4022,"[2023, 2025, 2026, 2023, 2024]",3450.77
4023,"[2018, 2018, 2025, 2026, 2026]",2280.72
4024,"[2025, 2024, 2019, 2019, 2026]",2226.57
4025,"[2023, 2026, 2018, 2023, 2024]",3673.93
4026,"[2018, 2026, 2024, 2018, 2025]",2494.02
4027,"[2023, 2018, 2023, 2026, 2024]",3501.2
4028,"[2024, 2024, 2019, 2025, 2025]",2272.78
4029,"[2019, 2018, 2024, 2018, 2023]",3630.26
4030,"[2026, 2026, 2018, 2018, 2026]",2981.9
4031,"[2019, 2025, 2026, 2019, 2023]",3831.38
4032,"[2019, 2019, 2018, 2024, 2019]",2565.08
4033,"[2019, 2023, 2026, 2019, 2023]",4406.03
4034,"[2018, 2019, 2023, 2019, 2019]",2745.99
4035,"[2018, 2024, 2026, 2019, 2019]",2816.68
4036,"[2023, 2025, 2023, 2018, 2019]",3088.34
4037,"[2019, 2025, 2024, 2023, 2018]",2703.05
4038,"[2019, 2019, 2023, 2019, 2024]",2932.73
4039,"[2018, 2019, 2023, 2023, 2018]",2946.88
4040,"[2025, 2025, 2019, 2019, 2025]",2056.47
4041,"[2024, 2026, 2026, 2026, 2024]",3587.11
4042,"[2024, 2018, 2024, 2024, 2024]",2820.84
4043,"[2024, 2018, 2025, 2025, 2018]",2584.96
4044,"[2024, 2025, 2018, 2018, 2026]",2242.86
4045,"[2023, 2026, 2018, 2019, 2025]",2845.24
4046,"[2018, 2026, 2019, 2019, 2018]",2940.51
4047,"[2023, 2024, 2024, 2024, 2026]",2717.91
4048,"[2024, 2023, 2023, 2023, 2025]",2864.5
4049,"[2018, 2024, 2025, 2023, 2023]",3741.86
4050,"[2018, 2023, 2023, 2024, 2019]",3094.04
4051,"[2026, 2025, 2024, 2024, 2024]",3151.15
4052,"[2026, 2019, 2026, 2026, 2018]",3501.59
4053,"[2018, 2018, 2025, 2024, 2025]",2137.43
4054,"[2023, 2023, 2018, 2024, 2023]",4653.42
4055,"[2018, 2026, 2019, 2018, 2024]",3032.0
4056,"[2019, 2024, 2025, 2023, 2019]",2674.53
4057,"[2019, 2023, 2023, 2019, 2024]",3278.35
4058,"[2026, 2023, 2023, 2019, 2024]",3848.32
4059,"[2024, 2023, 2026, 2025, 2018]",3235.75
4060,"[2026, 2019, 2026, 2023, 2024]",3624.86
4061,"[2026, 2024, 2025, 2023, 2019]",3135.36
4062,"[2023, 2025, 2023, 2018, 2024]",3269.76
4063,"[2019, 2026, 2019, 2019, 2019]",2892.51
4064,"[2023, 2026, 2026, 2025, 2024]",3796.74
4065,"[2024, 2018, 2023, 2023, 2023]",4166.77
4066,"[2023, 2019, 2024, 2024, 2025]",2585.39
4067,"[2026, 2023, 2018, 2019, 2019]",3337.17
4068,"[2026, 2026, 2023, 2026, 2023]",5464.16
4069,"[2019, 2024, 2026, 2023, 2024]",3152.2
4070,"[2024, 2018, 2018, 2026, 2026]",2400.03
4071,"[2018, 2024, 2023, 2018, 2018]",2866.95
4072,"[2018, 2025, 2019, 2025, 2025]",2090.3
4073,"[2018, 2026, 2025, 2024, 2023]",4009.28
4074,"[2023, 2023, 2025, 2019, 2018]",3299.63
4075,"[2026, 2018, 2023, 2018, 2023]",4553.42
4076,"[2025, 2018, 2019, 2026, 2018]",2621.81
4077,"[2019, 2018, 2018, 2023, 2025]",2278.76
4078,"[2025, 2023, 2024, 2026, 2023]",4130.09
4079,"[2018, 2024, 2026, 2025, 2026]",2462.46
4080,"[2025, 2025, 2026, 2025, 2019]",2575.13
4081,"[2023, 2024, 2018, 2026, 2024]",3305.13
4082,"[2023, 2023, 2025, 2023, 2024]",3567.3
4083,"[2018, 2024, 2019, 2026, 2018]",2769.99
4084,"[2025, 2019, 2024, 2019, 2018]",2561.57
4085,"[2026, 2024, 2018, 2018, 2024]",3217.9
4086,"[2023, 2018, 2019, 2019, 2023]",4123.29
4087,"[2026, 2019, 2023, 2023, 2025]",2925.31
4088,"[2024, 2018, 2019, 2019, 2019]",2605.4
4089,"[2023, 2026, 2018, 2018, 2023]",4677.8
4090,"[2019, 2023, 2018, 2019, 2018]",2917.07
4091,"[2018, 2024, 2018, 2024, 2019]",2595.09
4092,"[2018, 2019, 2018, 2019, 2018]",2586.67
4093,"[2025, 2026, 2024, 2023, 2024]",3138.25
4094,"[2018, 2019, 2026, 2019, 2024]",2924.39
4095,"[2018, 2018, 2026, 2018, 2019]",2737.05
4096,"[2024, 2025, 2025, 2023, 2023]",3688.11
4097,"[2018, 2026, 2019, 2026, 2023]",4251.69
4098,"[2018, 2025, 2024, 2023, 2023]",3688.51
4099,"[2026, 2026, 2026, 2023, 2023]",5506.9
4100,"[2026, 2026, 2025, 2025, 2018]",3365.7
4101,"[2018, 2019, 2024, 2024, 2018]",2656.05
4102,"[2023, 2026, 2018, 2018, 2019]",3305.64
4103,"[2026, 2018, 2023, 2018, 2023]",4553.42
4104,"[2019, 2024, 2023, 2024, 2026]",2525.15
4105,"[2018, 2018, 2019, 2023, 2023]",3717.49
4106,"[2023, 2018, 2025, 2024, 2025]",2480.03
4107,"[2018, 2025, 2024, 2023, 2018]",2679.86
4108,"[2019, 2018, 2018, 2026, 2026]",2339.03
4109,"[2024, 2024, 2024, 2025, 2018]",2749.74
4110,"[2019, 2025, 2026, 2025, 2023]",3787.34
4111,"[2019, 2019, 2024, 2025, 2025]",2201.99
4112,"[2025, 2023, 2019, 2025, 2018]",2789.99
4113,"[2019, 2018, 2024, 2019, 2019]",2575.7
4114,"[2024, 2023, 2018, 2024, 2026]",2608.46
4115,"[2024, 2026, 2023, 2019, 2024]",3409.59
4116,"[2024, 2019, 2024, 2023, 2019]",2785.33
4117,"[2019, 2026, 2024, 2023, 2026]",2722.34
4118,"[2026, 2025, 2023, 2024, 2018]",3260.13
4119,"[2019, 2023, 2019, 2019, 2018]",2929.52
4120,"[2018, 2025, 2025, 2026, 2026]",2229.22
4121,"[2026, 2025, 2018, 2026, 2019]",3026.84
4122,"[2018, 2024, 2018, 2023, 2018]",2763.3
4123,"[2024, 2023, 2018, 2019, 2026]",2587.72
4124,"[2023, 2018, 2019, 2023, 2019]",3057.77
4125,"[2019, 2025, 2019, 2024, 2023]",3535.55
4126,"[2018, 2019, 2019, 2018, 2023]",3571.47
4127,"[2026, 2026, 2024, 2025, 2019]",3400.54
4128,"[2026, 2025, 2026, 2019, 2018]",3252.18
4129,"[2024, 2025, 2025, 2025, 2025]",2117.78
4130,"[2025, 2025, 2026, 2026, 2025]",2336.91
4131,"[2026, 2026, 2025, 2024, 2025]",2871.98
4132,"[2025, 2023, 2019, 2018, 2024]",2910.69
4133,"[2019, 2019, 2019, 2023, 2019]",2676.02
4134,"[2024, 2023, 2025, 2018, 2026]",2539.85
4135,"[2019, 2025, 2023, 2018, 2025]",2310.11
4136,"[2025, 2026, 2023, 2019, 2019]",3023.67
4137,"[2023, 2023, 2025, 2023, 2024]",3567.3
4138,"[2024, 2026, 2018, 2023, 2018]",3173.89
4139,"[2018, 2024, 2026, 2023, 2018]",3025.03
4140,"[2024, 2024, 2023, 2025, 2023]",4047.4
4141,"[2023, 2023, 2023, 2018, 2023]",5011.07
4142,"[2023, 2018, 2018, 2019, 2023]",4104.87
4143,"[2025, 2019, 2026, 2019, 2026]",2374.82
4144,"[2018, 2025, 2024, 2023, 2018]",2679.86
4145,"[2019, 2024, 2024, 2025, 2026]",2315.27
4146,"[2023, 2023, 2024, 2025, 2026]",2918.68
4147,"[2025, 2025, 2024, 2024, 2026]",2166.92
4148,"[2026, 2025, 2018, 2024, 2019]",2919.19
4149,"[2025, 2019, 2023, 2024, 2019]",2690.79
4150,"[2019, 2018, 2025, 2019, 2018]",2549.65
4151,"[2026, 2019, 2024, 2023, 2025]",2735.74
4152,"[2018, 2025, 2019, 2024, 2026]",2198.01
4153,"[2024, 2019, 2019, 2026, 2023]",3878.32
4154,"[2023, 2025, 2024, 2024, 2018]",2992.94
4155,"[2025, 2024, 2024, 2026, 2025]",2288.18
4156,"[2025, 2026, 2026, 2019, 2026]",2687.29
4157,"[2026, 2026, 2018, 2024, 2019]",3405.47
4158,"[2025, 2026, 2026, 2019, 2025]",2606.69
4159,"[2026, 2023, 2026, 2023, 2018]",3924.26
4160,"[2023, 2019, 2018, 2019, 2023]",4132.43
4161,"[2018, 2019, 2025, 2026, 2026]",2295.3
4162,"[2026, 2025, 2019, 2018, 2025]",2492.78
4163,"[2023, 2018, 2025, 2024, 2019]",2883.24
4164,"[2024, 2019, 2023, 2025, 2018]",2878.96
4165,"[2023, 2024, 2018, 2019, 2024]",3162.45
4166,"[2025, 2023, 2018, 2023, 2025]",2471.81
4167,"[2026, 2024, 2023, 2018, 2024]",3504.02
4168,"[2024, 2025, 2025, 2024, 2019]",2514.36
4169,"[2026, 2026, 2019, 2026, 2024]",3760.83
4170,"[2024, 2026, 2019, 2019, 2023]",4203.62
4171,"[2024, 2023, 2023, 2024, 2024]",3390.48
4172,"[2025, 2024, 2019, 2024, 2026]",2244.49
4173,"[2018, 2018, 2018, 2024, 2018]",2590.39
4174,"[2019, 2024, 2026, 2024, 2023]",4055.41
4175,"[2024, 2019, 2024, 2026, 2024]",2944.31
4176,"[2024, 2024, 2019, 2025, 2019]",2643.85
4177,"[2023, 2023, 2023, 2018, 2024]",3761.94
4178,"[2023, 2026, 2025, 2019, 2018]",3340.1
4179,"[2025, 2019, 2024, 2024, 2023]",3558.23
4180,"[2026, 2026, 2023, 2025, 2019]",3636.83
4181,"[2025, 2026, 2023, 2019, 2023]",4279.0
4182,"[2018, 2019, 2026, 2025, 2023]",3863.66
4183,"[2019, 2024, 2024, 2026, 2018]",2834.22
4184,"[2023, 2023, 2018, 2025, 2018]",3314.66
4185,"[2018, 2026, 2019, 2019, 2024]",3038.03
4186,"[2019, 2019, 2026, 2024, 2023]",3974.24
4187,"[2024, 2024, 2019, 2024, 2018]",2765.25
4188,"[2025, 2023, 2023, 2019, 2024]",3160.07
4189,"[2019, 2019, 2023, 2025, 2026]",2425.06
4190,"[2019, 2019, 2018, 2025, 2019]",2514.39
4191,"[2023, 2024, 2019, 2026, 2026]",2774.72
4192,"[2024, 2025, 2023, 2025, 2024]",2888.6
4193,"[2026, 2025, 2026, 2026, 2018]",3400.91
4194,"[2019, 2026, 2026, 2026, 2024]",3495.91
4195,"[2023, 2025, 2019, 2024, 2018]",2950.5
4196,"[2018, 2019, 2026, 2018, 2025]",2366.39
4197,"[2019, 2026, 2026, 2025, 2018]",3195.2
4198,"[2025, 2023, 2023, 2018, 2024]",3153.86
4199,"[2019, 2019, 2018, 2023, 2024]",2820.91
4200,"[2026, 2023, 2019, 2018, 2024]",3543.05
4201,"[2024, 2019, 2026, 2026, 2019]",2986.1
4202,"[2023, 2019, 2024, 2019, 2025]",2564.75
4203,"[2019, 2024, 2026, 2019, 2024]",3010.13
4204,"[2026, 2023, 2024, 2025, 2024]",3558.49
4205,"[2024, 2018, 2024, 2026, 2018]",2831.39
4206,"[2024, 2023, 2026, 2024, 2024]",3410.55
4207,"[2023, 2025, 2026, 2025, 2019]",3072.97
4208,"[2026, 2026, 2025, 2024, 2023]",4753.42
4209,"[2024, 2023, 2019, 2023, 2025]",2642.63
4210,"[2025, 2026, 2018, 2026, 2023]",4116.72
4211,"[2025, 2025, 2024, 2018, 2026]",2145.63
4212,"[2019, 2023, 2023, 2019, 2026]",2745.13
4213,"[2025, 2026, 2019, 2025, 2025]",2364.11
4214,"[2026, 2019, 2025, 2023, 2023]",4345.5
4215,"[2018, 2018, 2023, 2025, 2024]",2854.27
4216,"[2018, 2019, 2019, 2023, 2025]",2283.39
4217,"[2023, 2018, 2026, 2025, 2025]",2699.15
4218,"[2026, 2024, 2019, 2019, 2023]",4327.84
4219,"[2025, 2024, 2019, 2026, 2024]",2782.17
4220,"[2023, 2025, 2019, 2025, 2024]",2987.66
4221,"[2026, 2018, 2018, 2024, 2023]",4226.27
4222,"[2024, 2025, 2026, 2019, 2019]",2775.11
4223,"[2019, 2023, 2025, 2025, 2019]",2765.25
4224,"[2025, 2019, 2023, 2023, 2019]",2795.04
4225,"[2019, 2024, 2019, 2018, 2019]",2602.81
4226,"[2024, 2023, 2018, 2025, 2023]",4074.76
4227,"[2018, 2018, 2026, 2019, 2023]",3882.26
4228,"[2018, 2019, 2023, 2023, 2025]",2475.35
4229,"[2024, 2026, 2025, 2019, 2023]",4118.02
4230,"[2024, 2018, 2018, 2025, 2019]",2563.38
4231,"[2019, 2019, 2025, 2019, 2023]",3537.65
4232,"[2019, 2019, 2024, 2026, 2018]",2777.48
4233,"[2019, 2026, 2023, 2026, 2026]",2900.43
4234,"[2026, 2023, 2023, 2026, 2023]",5376.79
4235,"[2025, 2025, 2026, 2025, 2018]",2640.91
4236,"[2026, 2018, 2026, 2024, 2023]",4638.39
4237,"[2023, 2026, 2024, 2025, 2025]",2862.79
4238,"[2025, 2019, 2023, 2024, 2019]",2690.79
4239,"[2019, 2019, 2023, 2025, 2023]",3865.54
4240,"[2018, 2025, 2023, 2025, 2018]",2702.07
4241,"[2025, 2023, 2023, 2026, 2025]",2680.1
4242,"[2019, 2025, 2018, 2025, 2024]",2586.52
4243,"[2023, 2026, 2019, 2025, 2024]",3481.78
4244,"[2025, 2024, 2018, 2024, 2024]",2671.36
4245,"[2025, 2024, 2026, 2025, 2019]",2705.32
4246,"[2024, 2026, 2023, 2019, 2018]",3300.43
4247,"[2026, 2024, 2024, 2024, 2019]",3125.86
4248,"[2023, 2023, 2019, 2026, 2023]",4854.67
4249,"[2019, 2023, 2018, 2019, 2018]",2917.07
4250,"[2023, 2019, 2018, 2023, 2024]",3244.05
4251,"[2019, 2026, 2019, 2018, 2024]",3058.48
4252,"[2023, 2024, 2024, 2024, 2026]",2717.91
4253,"[2024, 2018, 2026, 2025, 2019]",2804.1
4254,"[2024, 2019, 2025, 2018, 2018]",2627.98
4255,"[2023, 2026, 2024, 2023, 2024]",3743.36
4256,"[2018, 2025, 2026, 2018, 2026]",2368.68
4257,"[2024, 2019, 2026, 2024, 2026]",2549.03
4258,"[2026, 2026, 2023, 2023, 2026]",3414.4
4259,"[2024, 2018, 2025, 2025, 2023]",3564.54
4260,"[2018, 2025, 2024, 2026, 2024]",2763.41
4261,"[2026, 2023, 2026, 2025, 2023]",5120.12
4262,"[2026, 2025, 2019, 2026, 2019]",3039.94
4263,"[2019, 2024, 2019, 2025, 2025]",2215.02
4264,"[2018, 2019, 2026, 2025, 2019]",2727.06
4265,"[2025, 2024, 2024, 2023, 2018]",2736.83
4266,"[2026, 2026, 2018, 2023, 2024]",3750.23
4267,"[2019, 2026, 2023, 2026, 2026]",2900.43
4268,"[2024, 2024, 2024, 2019, 2019]",2714.39
4269,"[2019, 2026, 2018, 2024, 2025]",2493.72
4270,"[2018, 2025, 2024, 2026, 2024]",2763.41
4271,"[2019, 2023, 2025, 2024, 2024]",2987.23
4272,"[2023, 2018, 2025, 2024, 2026]",2555.1
4273,"[2018, 2018, 2018, 2026, 2026]",2319.22
4274,"[2024, 2026, 2019, 2025, 2026]",2594.38
4275,"[2025, 2025, 2025, 2026, 2026]",2166.44
4276,"[2026, 2026, 2019, 2023, 2019]",3554.97
4277,"[2026, 2026, 2024, 2019, 2025]",2953.0
4278,"[2026, 2025, 2018, 2019, 2019]",2895.92
4279,"[2025, 2019, 2024, 2023, 2018]",2682.01
4280,"[2018, 2024, 2019, 2023, 2018]",2775.21
4281,"[2025, 2018, 2024, 2026, 2026]",2296.12
4282,"[2018, 2024, 2026, 2026, 2023]",4175.98
4283,"[2025, 2023, 2025, 2023, 2025]",2430.62
4284,"[2023, 2019, 2023, 2024, 2019]",3210.66
4285,"[2026, 2024, 2026, 2019, 2024]",3531.61
4286,"[2019, 2024, 2019, 2019, 2023]",3684.48
4287,"[2024, 2025, 2018, 2019, 2025]",2180.83
4288,"[2025, 2023, 2019, 2023, 2025]",2482.1
4289,"[2023, 2023, 2026, 2018, 2019]",3572.15
4290,"[2019, 2023, 2024, 2023, 2025]",2612.51
4291,"[2023, 2025, 2018, 2019, 2018]",2914.76
4292,"[2025, 2024, 2018, 2024, 2023]",3563.53
4293,"[2025, 2023, 2019, 2018, 2018]",2818.11
4294,"[2025, 2023, 2018, 2025, 2026]",2400.89
4295,"[2018, 2026, 2023, 2024, 2024]",3320.24
4296,"[2026, 2023, 2026, 2018, 2025]",3128.77
4297,"[2018, 2025, 2019, 2026, 2025]",2208.91
4298,"[2018, 2024, 2019, 2024, 2025]",2241.51
4299,"[2024, 2018, 2024, 2024, 2025]",2291.31
4300,"[2023, 2018, 2018, 2018, 2023]",4096.11
4301,"[2025, 2024, 2025, 2018, 2019]",2456.69
4302,"[2019, 2026, 2026, 2023, 2026]",2923.68
4303,"[2025, 2025, 2023, 2026, 2024]",2869.89
4304,"[2019, 2024, 2025, 2025, 2023]",3568.64
4305,"[2018, 2024, 2026, 2025, 2023]",3942.54
4306,"[2019, 2019, 2025, 2018, 2023]",3530.07
4307,"[2025, 2025, 2025, 2018, 2019]",2338.24
4308,"[2023, 2019, 2018, 2023, 2026]",2717.6
4309,"[2018, 2026, 2023, 2023, 2018]",3339.02
4310,"[2025, 2024, 2024, 2019, 2024]",2700.03
4311,"[2019, 2026, 2025, 2023, 2023]",4197.98
4312,"[2023, 2025, 2019, 2026, 2023]",4221.79
4313,"[2024, 2019, 2018, 2023, 2024]",2894.49
4314,"[2026, 2026, 2019, 2024, 2019]",3420.2
4315,"[2018, 2024, 2023, 2026, 2026]",2592.55
4316,"[2024, 2023, 2024, 2018, 2019]",2968.47
4317,"[2025, 2026, 2025, 2018, 2019]",2724.55
4318,"[2026, 2024, 2019, 2025, 2018]",3096.73
4319,"[2025, 2023, 2018, 2025, 2018]",2778.16
4320,"[2024, 2019, 2026, 2019, 2024]",3026.82
4321,"[2018, 2026, 2023, 2018, 2024]",3287.45
4322,"[2023, 2026, 2019, 2018, 2024]",3516.85
4323,"[2026, 2026, 2024, 2025, 2025]",2916.17
4324,"[2023, 2018, 2025, 2026, 2019]",2988.6
4325,"[2026, 2025, 2023, 2023, 2025]",2840.61
4326,"[2018, 2023, 2024, 2025, 2018]",2910.91
4327,"[2026, 2019, 2024, 2025, 2024]",3180.52
4328,"[2023, 2024, 2023, 2023, 2026]",3018.23
4329,"[2018, 2023, 2018, 2024, 2025]",2446.6
4330,"[2024, 2026, 2026, 2025, 2023]",4539.97
4331,"[2018, 2019, 2019, 2026, 2025]",2274.41
4332,"[2026, 2025, 2018, 2026, 2019]",3026.84
4333,"[2026, 2019, 2026, 2025, 2019]",3225.3
